Model,Question,BatchSize,Token_Step,Token_Rank,Token_ID,Prob_B1,Mean_Prob_Runs,Std_Prob_Runs (sigma_j),Range_Prob_Runs (R_j),Logit_B1,Mean_Logit_Runs,Std_Logit_Runs,Range_Logit_Runs
gemma3,question_000,2,2,4,154090,3.3315444153414475e-11,2.7321169632221757e-11,3.3880498233329615e-12,1.4853998239749977e-11,17.875,17.669998168945312,0.1166190356016159,0.625
gemma3,question_000,2,2,5,236773,2.2897348947448212e-11,2.094947132436076e-11,1.8928337629925407e-12,1.1568303606712682e-11,17.5,17.407499313354492,0.0652399435639381,0.25
gemma3,question_000,2,2,6,236744,1.2256067688509732e-11,1.2851173250560954e-11,1.3722460667775493e-12,5.576405656682049e-12,16.875,16.917499542236328,0.0955575704574585,0.5
gemma3,question_000,2,2,7,236746,1.0815941024755473e-11,1.1140626615668836e-11,1.121547191056116e-12,7.313639277528594e-12,16.75,16.774999618530273,0.0866025388240814,0.625
gemma3,question_000,2,2,8,506,7.433680407342713e-12,7.571718425858354e-12,6.413913454170196e-13,3.755678493894132e-12,16.375,16.389999389648438,0.0734846964478492,0.5
gemma3,question_000,2,2,9,563,6.5602002996545394e-12,6.0317011801869206e-12,7.060677997133835e-13,3.3143743825847505e-12,16.25,16.15999984741211,0.1001249253749847,0.5
gemma3,question_000,2,2,10,253696,2.5690111930126717e-12,2.482155540134423e-12,2.053967076715707e-13,1.2979276941410545e-12,15.3125,15.275001525878906,0.0637377426028251,0.375
gemma3,question_000,2,3,1,496,0.6204218864440918,0.6192018985748291,0.0084515372291207,0.0603805184364318,40.25,40.11000061035156,0.1946792155504226,0.5
gemma3,question_000,2,3,2,1217,0.3763049244880676,0.3774945139884949,0.0083812838420271,0.0602060854434967,39.75,39.61499786376953,0.2013082206249237,0.5
gemma3,question_000,2,3,3,506,0.0032556753139942,0.0032844443339854,0.0001466098765376,0.0009208391420543,35.0,34.87000274658203,0.2076053917407989,0.5
gemma3,question_000,2,3,4,2918,1.7084215869545005e-05,1.876799797173589e-05,1.4972162034609935e-06,8.631209311715793e-06,29.75,29.702497482299805,0.1389469355344772,0.375
gemma3,question_000,2,3,5,1041,2.4369325046791346e-07,2.107301355636082e-07,1.2054850451193032e-08,7.597917317525571e-08,25.5,25.21500015258789,0.1581929177045822,0.5
gemma3,question_000,2,3,6,138,6.161530308190778e-08,6.600630797493069e-08,6.783131389909158e-09,2.18330811208034e-08,24.125,24.049999237060547,0.0901387780904769,0.25
gemma3,question_000,2,3,7,562,2.5685080728976573e-08,2.4770930195927576e-08,1.900497093032527e-09,8.032001730384764e-09,23.25,23.072498321533203,0.1301201283931732,0.375
gemma3,question_000,2,3,8,1023,2.5685080728976573e-08,3.0194485134416034e-08,4.962672939257118e-09,1.5327103142226406e-08,23.25,23.25749969482422,0.0525000020861625,0.375
gemma3,question_000,2,3,9,14938,1.070713384621058e-08,1.1669461841279372e-08,8.816868346528394e-10,2.683732347463774e-09,22.375,22.31999969482422,0.1253993660211563,0.375
gemma3,question_000,2,3,10,614,8.338724377665585e-09,9.01658658847282e-09,8.64446569881494e-10,2.954807509780721e-09,22.125,22.059999465942383,0.1255985647439956,0.625
gemma3,question_000,2,4,1,2918,0.9999395608901978,0.9999505877494812,4.895033271168359e-06,1.347064971923828e-05,45.0,45.19999694824219,0.0999999940395355,0.25
gemma3,question_000,2,4,2,25890,5.829113797517493e-05,4.74607186333742e-05,4.72677811558242e-06,1.2893378880107775e-05,35.25,35.23999786376953,0.0489897914230823,0.25
gemma3,question_000,2,4,3,145783,1.99461328520556e-06,1.8443153066982632e-06,1.7669562168975975e-07,4.999584461984341e-07,31.875,31.99250030517578,0.058148518204689,0.5
gemma3,question_000,2,4,4,9813,3.223991740242127e-08,2.6927521545871972e-08,3.509774249010888e-09,1.1423797019460837e-08,27.75,27.762500762939453,0.0515388213098049,0.25
gemma3,question_000,2,4,5,28888,3.223991740242127e-08,2.8925528638978903e-08,1.6553133308505606e-09,1.1423800572174514e-08,27.75,27.84000015258789,0.0751664787530899,0.25
gemma3,question_000,2,4,6,3305,1.7256784445862653e-08,1.5379555406980217e-08,1.0572146491583112e-09,7.693940595743243e-09,27.125,27.207500457763672,0.0814324840903282,0.25
gemma3,question_000,2,4,7,3465,1.5229058902832552e-08,1.2372206370514505e-08,1.2820828843018715e-09,6.789870887757843e-09,27.0,26.987497329711918,0.0515388213098049,0.375
gemma3,question_000,2,4,8,6555,4.944151754671111e-09,4.4459449455303e-09,2.2893203999174719e-10,1.0935918837162715e-09,25.875,25.967498779296875,0.0652399435639381,0.25
gemma3,question_000,2,4,9,146342,4.363198247148148e-09,3.2648928005585276e-09,4.928596419873088e-10,1.364379054180631e-09,25.75,25.64999771118164,0.0707106739282608,0.375
gemma3,question_000,2,4,10,138,3.3980624980500806e-09,2.7576727568145998e-09,2.4688928679239547e-10,1.0626246549350071e-09,25.5,25.487499237060547,0.0450693890452384,0.25
gemma3,question_000,2,5,1,236772,0.9999810457229614,0.9999788999557496,9.187626801576698e-07,2.5033950805664062e-06,41.5,41.5,0.0707106739282608,0.5
gemma3,question_000,2,5,2,684,1.8925147742265835e-05,2.10417783819139e-05,9.237741664946952e-07,2.5198005459969863e-06,30.625,30.729999542236328,0.0842614918947219,0.5
gemma3,question_000,2,5,3,531,1.4165819628431107e-09,1.4443148899090372e-09,8.948911056627651e-11,3.550685301334511e-10,21.125,21.142498016357425,0.0612882524728775,0.25
gemma3,question_000,2,5,4,753,7.582416916562805e-10,7.5939854404794e-10,4.116060617342932e-11,2.6868113289779666e-10,20.5,20.5,0.0433012694120407,0.25
gemma3,question_000,2,5,5,3465,2.7894150878005064e-10,2.2877011396360558e-10,2.199330821628376e-11,6.170218502798974e-11,19.5,19.29750061035156,0.0964689031243324,0.375
gemma3,question_000,2,5,6,2003,2.1723986498578538e-10,2.4102594919916953e-10,1.2248445313556287e-11,5.445151274319216e-11,19.25,19.35249900817871,0.0736970156431198,0.5
gemma3,question_000,2,5,7,532,1.9171352005908915e-10,1.9445367538395428e-10,1.1715225144148798e-11,7.697845139098547e-11,19.125,19.13749885559082,0.0450693890452384,0.25
gemma3,question_000,2,5,8,236761,1.4930663649881382e-10,1.491368278871974e-10,7.603303403547201e-12,5.290645699318475e-11,18.875,18.872499465942383,0.0394493341445922,0.25
gemma3,question_000,2,5,9,726,7.991808603780015e-11,8.020575176237442e-11,3.777101027779839e-12,2.003158749985801e-11,18.25,18.252498626708984,0.046703852713108,0.25
gemma3,question_000,2,5,10,236779,7.991808603780015e-11,8.917580562872729e-11,5.592506926305196e-12,3.208939364229835e-11,18.25,18.357500076293945,0.043373379856348,0.125
gemma3,question_000,2,6,1,2003,0.9999988079071044,0.9999983310699464,2.0300609548939974e-07,7.152557373046875e-07,43.75,43.30500030517578,0.1439618021249771,0.75
gemma3,question_000,2,6,2,9340,1.0677027830752197e-06,1.4603149338654475e-06,1.7257363538192297e-07,6.112528581070364e-07,30.0,29.85999870300293,0.0988686010241508,0.5
gemma3,question_000,2,6,3,5059,8.764237691138987e-08,1.101083597632169e-07,8.218414393468265e-09,5.0174712384887243e-08,27.5,27.280000686645508,0.0886002257466316,0.375
gemma3,question_000,2,6,4,3843,6.023566356816445e-08,7.478598007537586e-08,6.142415021059833e-09,2.4186331160080957e-08,27.125,26.892498016357425,0.0901734456419944,0.5
gemma3,question_000,2,6,5,1071,7.194124407305935e-09,9.033781722678214e-09,6.410315056548653e-10,3.2732598853613126e-09,25.0,24.779998779296875,0.0886002257466316,0.5
gemma3,question_000,2,6,6,17429,3.8507375066387795e-09,5.3484194850739194e-09,5.392411517313177e-10,2.204525006987978e-09,24.375,24.252498626708984,0.077014610171318,0.5
gemma3,question_000,2,6,7,5140,1.2501513158014175e-09,1.587811215841839e-09,8.71967428817122e-11,5.68807889678169e-10,23.25,23.042499542236328,0.1018884181976318,0.5
gemma3,question_000,2,6,8,1048,1.1032547098110967e-09,1.3689708255881783e-09,1.0426819824216338e-10,4.4298809065423933e-10,23.125,22.892498016357425,0.075041651725769,0.5
gemma3,question_000,2,6,9,1553,5.905296807107162e-10,6.684224285180561e-10,3.5394361053153744e-11,1.6772544464416228e-10,22.5,22.177499771118164,0.1120546758174896,0.5
gemma3,question_000,2,6,10,45518,5.905296807107162e-10,8.157740594150197e-10,8.097713471988399e-11,2.6868540725644147e-10,22.5,22.372499465942383,0.080970674753189,0.625
gemma3,question_000,2,7,1,236772,1.0,1.0,0.0,0.0,43.0,42.58999633789063,0.1920937299728393,0.75
gemma3,question_000,2,7,2,2918,1.8189616479702406e-09,2.224210593482212e-09,2.2871045335381976e-10,7.30364990708665e-10,22.875,22.65999984741211,0.1001249253749847,0.5
gemma3,question_000,2,7,3,236779,1.3176514046531196e-10,1.611521749378397e-10,1.6592970053519448e-11,6.657099177465042e-11,20.25,20.03499984741211,0.083066239953041,0.5
gemma3,question_000,2,7,4,236784,1.3176514046531196e-10,1.2915588043505008e-10,8.409332258318969e-12,4.120437324672821e-11,20.25,19.817501068115234,0.1624230593442917,0.875
gemma3,question_000,2,7,5,753,4.8473686869998645e-11,6.556551135350475e-11,9.235576713118032e-12,3.277745089236284e-11,19.25,19.1299991607666,0.0610327757894992,0.375
gemma3,question_000,2,7,6,236761,4.2777878461741636e-11,4.7961211391278624e-11,2.8193814470556244e-12,1.7176534500285e-11,19.125,18.82749938964844,0.1598632186651229,0.75
gemma3,question_000,2,7,7,236862,4.2777878461741636e-11,3.7924323403881743e-11,2.501690261197398e-12,1.515824271658417e-11,19.125,18.592498779296875,0.19495190680027,0.75
gemma3,question_000,2,7,8,3465,1.0815941024755473e-11,1.6837382182943728e-11,1.918221657903896e-12,7.0165323204363076e-12,17.75,17.77499771118164,0.0790569335222244,0.5
gemma3,question_000,2,7,9,236786,6.5602002996545394e-12,8.109377752640867e-12,7.103919774480162e-13,2.6341069082891355e-12,17.25,17.047500610351562,0.108656570315361,0.5
gemma3,question_000,2,7,10,4313,5.789356407465141e-12,7.156501086180711e-12,6.269187642973796e-13,2.324591474173188e-12,17.125,16.922500610351562,0.1027436107397079,0.375
gemma3,question_000,2,8,1,9340,1.0,1.0,0.0,0.0,69.5,67.29999542236328,0.5830951929092407,2.0
gemma3,question_000,2,8,2,47213,1.463778534147031e-12,3.854820108950552e-12,4.513067166072443e-13,2.6957262377197418e-12,42.25,41.01000213623047,0.4872370958328247,1.5
gemma3,question_000,2,8,3,5471,6.914400150527522e-13,1.7257644965851249e-12,2.9819728500704584e-13,9.917023257276225e-13,41.5,40.19499969482422,0.3849999904632568,1.25
gemma3,question_000,2,8,4,11412,6.914400150527522e-13,1.1666711433738765e-12,1.546261897819243e-13,1.1880888525599154e-12,41.5,39.81499862670898,0.5674724578857422,2.0
gemma3,question_000,2,8,5,3255,3.4424770840998584e-14,1.134834549465849e-13,1.5676062471757863e-14,6.339740066469217e-14,38.5,37.47999954223633,0.4382921457290649,1.5
gemma3,question_000,2,8,6,15884,2.681003781880662e-14,6.772745341984687e-14,1.0624861958936827e-14,4.6067199737493374e-14,38.25,36.959999084472656,0.4164132475852966,1.5
gemma3,question_000,2,8,7,1025,2.0879678940140776e-14,5.3928195730638256e-14,7.871278126091608e-15,4.6067199737493374e-14,38.0,36.7349967956543,0.4370640516281128,1.5
gemma3,question_000,2,8,8,2918,2.0879678940140776e-14,6.641295992966188e-14,1.2245135190113582e-14,3.8452466715301406e-14,38.0,36.93499755859375,0.3667764961719513,1.25
gemma3,question_000,2,8,9,11937,2.0879678940140776e-14,4.2768374020236977e-14,7.410050051586802e-15,5.199755861615921e-14,38.0,36.5,0.4663689434528351,1.5
gemma3,question_000,2,8,10,45518,2.0879678940140776e-14,8.47024409162192e-14,1.6659899710323202e-14,4.937394690687248e-14,38.0,37.17500305175781,0.3579455316066742,1.25
gemma3,question_000,2,9,1,3465,0.8152539134025574,0.7769969701766968,0.0105934357270598,0.0631141066551208,40.5,40.32999801635742,0.183303028345108,0.75
gemma3,question_000,2,9,2,3305,0.085927128791809,0.1022763848304748,0.0066152811050415,0.021609604358673,38.25,38.29999923706055,0.1414213478565216,0.75
gemma3,question_000,2,9,3,25890,0.085927128791809,0.1053353995084762,0.006434729322791,0.0447864457964897,38.25,38.32999801635742,0.1763519197702407,0.75
gemma3,question_000,2,9,4,15569,0.0070533282123506,0.0083969607949256,0.000563632522244,0.0020948685705661,35.75,35.79999923706055,0.1414213478565216,0.75
gemma3,question_000,2,9,5,4313,0.0054931375198066,0.0065692644566297,0.0003975853032898,0.0016236542724072,35.5,35.55500030517578,0.135000005364418,0.5
gemma3,question_000,2,9,6,14988,0.0002734872105065,0.0003322810225654,2.5303199436166324e-05,0.000161409843713,32.5,32.56999969482422,0.150332972407341,0.5
gemma3,question_000,2,9,7,3671,5.385282202041708e-05,7.207953603938222e-05,6.544065854541259e-06,3.379273402970284e-05,30.875,31.03999900817871,0.1235920637845993,0.625
gemma3,question_000,2,9,8,28507,4.420508957991842e-06,5.257677912595682e-06,4.463460925308027e-07,2.4479375042574247e-06,28.375,28.42249870300293,0.1142639443278312,0.625
gemma3,question_000,2,9,9,1657,3.901085619872902e-06,4.701996658695862e-06,3.152309204779158e-07,1.7128575109381927e-06,28.25,28.3125,0.1375000029802322,0.5
gemma3,question_000,2,9,10,8214,3.901085619872902e-06,4.543386239674874e-06,4.425085364800907e-07,1.7935283267433988e-06,28.25,28.275001525878903,0.1118033975362777,0.625
gemma3,question_000,2,10,1,531,0.7770304679870605,0.7974176406860352,0.00756840640679,0.0403358936309814,33.0,33.04999923706055,0.1118033975362777,0.5
gemma3,question_000,2,10,2,236787,0.2226229608058929,0.202254518866539,0.0075582899153232,0.0402548611164093,31.75,31.677499771118164,0.097114622592926,0.375
gemma3,question_000,2,10,3,1699,0.0001086612101062,9.728697477839888e-05,4.351579718786525e-06,3.0101844458840787e-05,24.125,24.037498474121094,0.0874999985098838,0.375
gemma3,question_000,2,10,4,532,9.589317778591068e-05,8.807094127405435e-05,5.133756530995015e-06,3.0105875339359045e-05,24.0,23.9375,0.117924764752388,0.5
gemma3,question_000,2,10,5,573,6.590635166503489e-05,6.670255243079737e-05,3.160879487040802e-06,1.4955578080844134e-05,23.625,23.65999984741211,0.0751664787530899,0.375
gemma3,question_000,2,10,6,236764,4.529672878561541e-05,4.5779786887578666e-05,2.954190222226316e-06,1.510173751739785e-05,23.25,23.282501220703125,0.078302301466465,0.375
gemma3,question_000,2,10,7,15512,7.871391062508337e-06,7.755577826173976e-06,6.799402854085201e-07,2.3926272660901304e-06,21.5,21.5049991607666,0.0556776449084281,0.375
gemma3,question_000,2,10,8,25890,6.946478606550954e-06,6.872440280858427e-06,5.406216132541886e-07,1.5779764908074867e-06,21.375,21.384998321533203,0.0549999959766864,0.375
gemma3,question_000,2,10,9,236761,6.946478606550954e-06,6.9500347308348864e-06,4.382781924050505e-07,2.315883193659829e-06,21.375,21.397499084472656,0.0646625831723213,0.375
gemma3,question_000,2,10,10,19541,2.255191247968469e-06,2.0448101167858117e-06,1.0052717414055225e-07,5.121889898873633e-07,20.25,20.174999237060547,0.1030776426196098,0.5
gemma3,question_000,2,11,1,6054,0.5428975820541382,0.5457857847213745,0.0123856682330369,0.097041368484497,36.75,36.55999755859375,0.1280624866485595,0.5
gemma3,question_000,2,11,2,1586,0.1997208595275879,0.1951813250780105,0.0116100134328007,0.0372527092695236,35.75,35.529998779296875,0.1077032908797264,0.5
gemma3,question_000,2,11,3,672,0.1555427610874176,0.1564294099807739,0.0056444457732141,0.0515916943550109,35.5,35.30999755859375,0.1280624866485595,0.5
gemma3,question_000,2,11,4,506,0.0943414568901062,0.0948792397975921,0.0034235299099236,0.0312919542193412,35.0,34.80999755859375,0.1280624866485595,0.5
gemma3,question_000,2,11,5,9279,0.0060310470871627,0.0062334411777555,0.0005101350834593,0.002057789824903,32.25,32.084999084472656,0.1703672558069229,0.5
gemma3,question_000,2,11,6,8159,0.0011875836644321,0.0011883343104273,4.005511800642125e-05,0.00031577819027,30.625,30.42999839782715,0.1149999946355819,0.375
gemma3,question_000,2,11,7,10967,0.0001251703943125,0.0001416185114067,5.855262770637637e-06,4.484933742787689e-05,28.375,28.30249786376953,0.1033501252532005,0.375
gemma3,question_000,2,11,8,16358,0.0001104624825529,0.0001122476023738,5.105109721625922e-06,2.8943897632416334e-05,28.25,28.06999969482422,0.1326649934053421,0.375
gemma3,question_000,2,11,9,8974,1.9195502318325453e-05,2.3542474082205445e-05,2.021421778408694e-06,6.920785381225869e-06,26.5,26.50499725341797,0.0497493706643581,0.25
gemma3,question_000,2,11,10,5811,1.164265995612368e-05,1.3012945601076352e-05,6.260256668610964e-07,4.169573912804481e-06,26.0,25.91499900817871,0.0949999988079071,0.5
gemma3,question_000,2,12,1,506,0.999996781349182,0.9999969005584716,3.1539812539449485e-07,1.430511474609375e-06,35.5,35.474998474121094,0.0749999955296516,0.25
gemma3,question_000,2,12,2,2778,2.260322162328521e-06,2.0855643469985807e-06,2.1447799269935786e-07,9.075802154256962e-07,22.5,22.38999938964844,0.0476969592273235,0.25
gemma3,question_000,2,12,3,837,5.714989583793795e-07,5.894079322388279e-07,5.046278417353278e-08,2.2947273237150514e-07,21.125,21.127498626708984,0.046703852713108,0.25
gemma3,question_000,2,12,4,24119,2.382361969921476e-07,2.475403846347035e-07,2.125517539752764e-08,6.766506999156263e-08,20.25,20.26000022888184,0.0339116491377353,0.125
gemma3,question_000,2,12,5,1217,4.691148802749012e-08,4.7422517468476144e-08,3.990965780076294e-09,2.3700785334312968e-08,18.625,18.607498168945312,0.050062458962202,0.25
gemma3,question_000,2,12,6,138,4.1399243144724096e-08,4.208834880614632e-08,2.408744759208048e-09,1.6622912824004743e-08,18.5,18.489999771118164,0.0421307459473609,0.25
gemma3,question_000,2,12,7,8296,3.2241764813534246e-08,3.6898214261782414e-08,2.6587743118255958e-09,1.4669677028678052e-08,18.25,18.357500076293945,0.043373379856348,0.125
gemma3,question_000,2,12,8,531,2.845325575151492e-08,2.9261402190172706e-08,2.424424438984829e-09,8.081441293938951e-09,18.125,18.125,0.0,0.0
gemma3,question_000,2,12,9,1437,2.510991059523349e-08,2.5823098326327454e-08,2.139546984025742e-09,7.131848889230241e-09,18.0,18.0,0.0,0.0
gemma3,question_000,2,12,10,236764,2.510991059523349e-08,2.5376509782404355e-08,2.073246685441177e-09,1.0082324308768877e-08,18.0,17.982500076293945,0.043373379856348,0.125
gemma3,question_000,2,13,1,2778,0.99968159198761,0.999626100063324,2.4423387003480457e-05,0.0001388788223266,43.25,42.73999786376953,0.1113552823662757,0.75
gemma3,question_000,2,13,2,23494,9.60810502874665e-05,0.0001195431759697,9.466697520110756e-06,2.72840479738079e-05,34.0,33.70500183105469,0.1082820370793342,0.5
gemma3,question_000,2,13,3,49234,9.60810502874665e-05,0.0001000508345896,1.1674556844809558e-05,6.231325824046507e-05,34.0,33.525001525878906,0.0901387780904769,0.5
gemma3,question_000,2,13,4,4338,5.8276098570786417e-05,7.392470433842391e-05,5.488765054906253e-06,3.779495455091819e-05,33.5,33.224998474121094,0.1030776426196098,0.5
gemma3,question_000,2,13,5,40224,4.538547364063561e-05,5.705699732061476e-05,4.891584012511885e-06,2.9432874725898728e-05,33.25,32.964996337890625,0.1001249253749847,0.5
gemma3,question_000,2,13,6,24119,2.1438580006361008e-05,2.185978155466728e-05,1.48587855619553e-06,6.088421287131496e-06,32.5,32.00749969482422,0.0880695730447769,0.5
gemma3,question_000,2,13,7,3890,5.713187647415907e-07,6.618050747420057e-07,4.4731390147489947e-08,2.598595756353461e-07,28.875,28.51000022888184,0.0895823612809181,0.625
gemma3,question_000,2,13,8,1346,3.4652234148779826e-07,3.974683124852163e-07,2.7665189250569714e-08,1.576140675751958e-07,28.375,28.0,0.0559016987681388,0.375
gemma3,question_000,2,13,9,9904,6.021654996857252e-08,7.670369939205558e-08,4.756244731396464e-09,2.7390115064918064e-08,26.625,26.354999542236328,0.0804673880338668,0.5
gemma3,question_000,2,13,10,16364,6.021654996857252e-08,7.579237149002439e-08,5.263792068888051e-09,2.738923399192572e-08,26.625,26.342500686645508,0.0929045230150222,0.5
gemma3,question_000,2,14,1,529,0.9999779462814332,0.999978244304657,8.517417882103473e-07,5.7220458984375e-06,39.75,39.75499725341797,0.0610327757894992,0.5
gemma3,question_000,2,14,2,49234,1.892508771561552e-05,1.889246050268412e-05,7.413516982524015e-07,4.743505996884778e-06,28.875,28.877498626708984,0.0394493341445922,0.25
gemma3,question_000,2,14,3,6811,2.561232122388901e-06,2.291176997459843e-06,1.1279221467930257e-07,6.419675173674477e-07,26.875,26.767498016357425,0.0559575743973255,0.25
gemma3,question_000,2,14,4,568,2.1023875262926597e-07,1.8961154069074842e-07,1.156992368578358e-08,7.449645522683569e-08,24.375,24.27499771118164,0.0559016987681388,0.25
gemma3,question_000,2,14,5,4954,1.6373410005598998e-07,1.846343451461508e-07,1.3492967632089405e-08,9.373586351557607e-08,24.125,24.247499465942383,0.0636886954307556,0.375
gemma3,question_000,2,14,6,506,4.6910606954497787e-08,4.72377621463238e-08,3.0978988263541396e-09,1.883578804040553e-08,22.875,22.884998321533203,0.0489897951483726,0.375
gemma3,question_000,2,14,7,532,4.6910606954497787e-08,4.268476772040231e-08,3.596273501216274e-09,2.3700113871427675e-08,22.875,22.78249931335449,0.0652399435639381,0.25
gemma3,question_000,2,14,8,236764,3.6534014924427545e-08,3.2777830227814775e-08,1.87589033195934e-09,1.2945543303999331e-08,22.625,22.520000457763672,0.0522015318274498,0.25
gemma3,question_000,2,14,9,2352,3.224115729949517e-08,3.607335585797955e-08,2.379623387227525e-09,1.2945678307119124e-08,22.5,22.61499786376953,0.0489897951483726,0.25
gemma3,question_000,2,14,10,528,1.955524986385626e-08,1.9480980384400937e-08,9.225261665690707e-10,6.929262497124e-09,22.0,22.0,0.0353553369641304,0.25
gemma3,question_000,2,15,1,506,0.9999933242797852,0.9999934434890748,3.0810468842901173e-07,2.6226043701171875e-06,38.25,38.44499969482422,0.1149999946355819,0.5
gemma3,question_000,2,15,2,496,5.422211870609317e-06,5.44027079740772e-06,2.350030712250373e-07,2.177156602556352e-06,26.125,26.32250213623047,0.1002808511257171,0.25
gemma3,question_000,2,15,3,49234,9.4223918267744e-07,8.539614100300241e-07,5.072827846674954e-08,2.361715587539948e-07,24.375,24.46999931335449,0.0640312433242797,0.25
gemma3,question_000,2,15,4,40224,1.855378997106527e-07,1.647692187134453e-07,8.718151534026221e-09,6.574451560936724e-08,22.75,22.82499885559082,0.0935414284467697,0.25
gemma3,question_000,2,15,5,52243,1.855378997106527e-07,1.6515400602656882e-07,8.225583769672085e-09,6.574443034423895e-08,22.75,22.82749938964844,0.0931732207536697,0.25
gemma3,question_000,2,15,6,138,2.2159342805139204e-08,2.0031169611911537e-08,1.1575579383915622e-09,5.5542255239515725e-09,20.625,20.717498779296875,0.078302301466465,0.375
gemma3,question_000,2,15,7,614,2.2159342805139204e-08,1.9828984676451e-08,1.0909638747946815e-09,7.852063887980876e-09,20.625,20.707500457763672,0.0851836279034614,0.25
gemma3,question_000,2,15,8,672,1.7257711704132817e-08,1.4194904807141029e-08,1.4436478679158427e-09,6.115193684763653e-09,20.375,20.3700008392334,0.0497493706643581,0.25
gemma3,question_000,2,15,9,600,2.3355775091715714e-09,2.122247266811428e-09,1.2913910218959046e-10,5.854108309222282e-10,18.375,18.47249984741211,0.0574999973177909,0.25
gemma3,question_000,2,15,10,2214,2.3355775091715714e-09,2.10029238445486e-09,1.1337029925950759e-10,5.854110529668333e-10,18.375,18.462501525878903,0.0800390467047691,0.25
