Model,Question,BatchSize,Token_Step,Token_Rank,Token_ID,Prob_B1,Mean_Prob_Runs,Std_Prob_Runs (sigma_j),Range_Prob_Runs (R_j),Logit_B1,Mean_Logit_Runs,Std_Logit_Runs,Range_Logit_Runs
gemma3,question_000,2,5,6,532,2.172398649857854e-10,2.0891334495676261e-10,1.6302452443550663e-11,6.79323541863397e-11,19.25,19.22749900817871,0.04802338778972626,0.125
gemma3,question_000,2,5,7,2003,2.172398649857854e-10,2.394943687811235e-10,1.6113076151125227e-11,5.4451512743192154e-11,19.25,19.364999771118164,0.03391166776418686,0.125
gemma3,question_000,2,5,8,236761,1.4930663649881382e-10,1.4720104302146098e-10,5.700971379002384e-12,1.7544327102214652e-11,18.875,18.8799991607666,0.04301166534423828,0.25
gemma3,question_000,2,5,9,236786,9.055906025068339e-11,8.762940373330252e-11,5.48762077445808e-12,2.0031601377645813e-11,18.375,18.35999870300293,0.05385162681341171,0.25
gemma3,question_000,2,5,10,726,7.991808603780015e-11,7.883811659059603e-11,4.020759419853803e-12,2.8318312972341886e-11,18.25,18.2549991607666,0.05567764490842819,0.375
gemma3,question_000,2,6,1,2003,0.9999986886978149,0.9999986886978149,1.1195523086371395e-07,4.76837158203125e-07,43.5,43.45000076293945,0.13228750228881836,0.75
gemma3,question_000,2,6,2,9340,1.0677026693883818e-06,1.1220106443943223e-06,1.1576990743833449e-07,4.857948852077243e-07,29.75,29.744998931884766,0.09000002592802048,0.625
gemma3,question_000,2,6,3,5059,9.931181921274401e-08,9.36600912382346e-08,1.1306243052899845e-08,3.987650387671238e-08,27.375,27.260000228881836,0.09630676358938217,0.625
gemma3,question_000,2,6,4,3843,6.825594311976602e-08,6.402121499604618e-08,7.326106388205744e-09,3.448454677368318e-08,27.0,26.8799991607666,0.09000001847743988,0.625
gemma3,question_000,2,6,5,1071,8.152009733919385e-09,7.80241204978438e-09,1.0919367632311605e-09,3.2732629939857816e-09,24.875,24.772499084472656,0.08547662943601608,0.625
gemma3,question_000,2,6,6,17429,4.363456707068281e-09,4.533686759344846e-09,3.826367833692501e-10,1.7520518369451565e-09,24.25,24.23499870300293,0.0923309251666069,0.625
gemma3,question_000,2,6,7,5140,1.4166068318388625e-09,1.4843200002445656e-09,1.4471990272824087e-10,6.445429745483011e-10,23.125,23.11750030517578,0.06805332750082016,0.5
gemma3,question_000,2,6,8,1048,1.2501512047791152e-09,1.1600551630408518e-09,1.2513315383877455e-10,6.316062117761589e-10,23.0,22.869998931884766,0.07483317703008652,0.625
gemma3,question_000,2,6,9,1553,6.691577292272655e-10,6.281163367205522e-10,7.750792369032311e-11,3.380749014070261e-10,22.375,22.2549991607666,0.07483315467834473,0.5
gemma3,question_000,2,6,10,45518,6.691577292272655e-10,6.366914218070008e-10,8.511017585144387e-11,3.8308867189584817e-10,22.375,22.267499923706055,0.07909636944532394,0.5
gemma3,question_000,2,7,1,236772,1.0,1.0,0.0,0.0,43.0,42.7599983215332,0.1319090723991394,1.0
gemma3,question_000,2,7,2,2918,1.8189616479702408e-09,1.8808057333785655e-09,1.6246246015150234e-10,7.303651017309676e-10,22.875,22.66499900817871,0.11022702604532242,0.625
gemma3,question_000,2,7,3,236779,1.1628233792526643e-10,1.492886508858149e-10,1.4465633552118717e-11,8.909836063386578e-11,20.125,20.1299991607666,0.07889869064092636,0.5
gemma3,question_000,2,7,4,236784,1.1628233792526643e-10,1.2128492654639444e-10,1.2165204607561542e-11,7.86290269005896e-11,20.125,19.92249870300293,0.143374502658844,1.0
gemma3,question_000,2,7,5,753,4.8473686869998645e-11,5.5054186903769065e-11,5.4215794180467736e-12,4.216825152947301e-11,19.25,19.13249969482422,0.07668932527303696,0.625
gemma3,question_000,2,7,6,236761,4.2777878461741636e-11,4.8997920304438836e-11,3.9858927790292764e-12,2.44900939805337e-11,19.125,19.017499923706055,0.1000312864780426,0.625
gemma3,question_000,2,7,7,236862,3.775134718719819e-11,4.635166209188135e-11,4.432205904375541e-12,2.5527108205025684e-11,19.0,18.959999084472656,0.1309579759836197,0.875
gemma3,question_000,2,7,8,3465,1.3887944613766301e-11,1.5404708758604002e-11,1.5944259801337068e-12,1.0661804772382766e-11,18.0,17.857500076293945,0.07075485587120056,0.375
gemma3,question_000,2,7,9,236786,6.5602007333354084e-12,7.57346182295171e-12,6.475641420658484e-13,3.755678493894132e-12,17.25,17.149999618530273,0.08291555196046829,0.5
gemma3,question_000,2,7,10,4313,5.7893564074651405e-12,6.6551785783686146e-12,6.384142888817002e-13,5.036279553116696e-12,17.125,17.020000457763672,0.08426152914762497,0.625
gemma3,question_000,2,8,1,9340,1.0,1.0,0.0,0.0,68.0,67.73999786376953,0.5499089360237122,2.5
gemma3,question_000,2,8,2,47213,3.098819161342914e-12,3.867837040233413e-12,9.903178537634671e-13,6.9596857573892e-12,41.5,41.43000030517578,0.3429286479949951,1.5
gemma3,question_000,2,8,3,5471,8.878265418850451e-13,1.3775357807568889e-12,2.4137327336512526e-13,1.1880886357194809e-12,40.25,40.40999984741211,0.3597221076488495,1.75
gemma3,question_000,2,8,4,11412,8.878265418850451e-13,1.337211699876939e-12,2.632963291837598e-13,1.1880886357194809e-12,40.25,40.375,0.38487014174461365,2.25
gemma3,question_000,2,8,5,3255,7.287724433256357e-14,9.206400426080633e-14,1.709671629528814e-14,1.1007882973201877e-13,37.75,37.70499801635742,0.4113696813583374,1.75
gemma3,question_000,2,8,6,15884,5.6756852093598625e-14,5.5007827313340377e-14,1.0877917287093787e-14,5.915145828119979e-14,37.5,37.189998626708984,0.38587549328804016,1.75
gemma3,question_000,2,8,7,45518,5.6756852093598625e-14,7.018743361031712e-14,1.5632699467056123e-14,8.57294819172922e-14,37.5,37.42499923706055,0.35794562101364136,1.75
gemma3,question_000,2,8,8,2918,4.420228560345768e-14,5.323615626020434e-14,1.2085438139337098e-14,7.26965501820576e-14,37.25,37.14500045776367,0.31261011958122253,1.5
gemma3,question_000,2,8,9,1025,3.4424770840998584e-14,5.209638195011537e-14,1.0987900280130022e-14,5.199756539242279e-14,37.0,37.125,0.3092329502105713,1.5
gemma3,question_000,2,8,10,42544,3.4424770840998584e-14,4.4006942865161894e-14,1.043239489749697e-14,7.26965501820576e-14,37.0,36.959999084472656,0.3916630446910858,1.5
gemma3,question_000,2,9,1,3465,0.7757588028907776,0.7803748250007629,0.012364465743303299,0.041928887367248535,40.75,40.55500030517578,0.13499988615512848,0.75
gemma3,question_000,2,9,2,25890,0.10498753190040588,0.10318256914615631,0.005944399628788233,0.023824848234653473,38.75,38.529998779296875,0.12884098291397095,0.75
gemma3,question_000,2,9,3,3305,0.10498753190040588,0.10127821564674377,0.007756175938993692,0.023958563804626465,38.75,38.5099983215332,0.09949880838394165,0.5
gemma3,question_000,2,9,4,15569,0.008617902174592018,0.008243058808147907,0.0007500216015614569,0.003103474620729685,36.25,36.0,0.10000007599592209,0.5
gemma3,question_000,2,9,5,4313,0.005227021872997284,0.006504862103611231,0.00047163054114207625,0.0015123258344829082,35.75,35.76499938964844,0.0923309251666069,0.5
gemma3,question_000,2,9,6,14988,0.00033415231155231595,0.0003253744507674128,2.2168687792145647e-05,7.580278906971216e-05,33.0,32.77000045776367,0.0979795828461647,0.5
gemma3,question_000,2,9,7,3671,6.579849286936224e-05,7.048231054795906e-05,6.956262041057926e-06,2.188240978284739e-05,31.375,31.237499237060547,0.09437295794487,0.625
gemma3,question_000,2,9,8,28507,4.766426627611509e-06,5.140283974469639e-06,4.7007148396005505e-07,1.585211293786415e-06,28.75,28.619998931884766,0.08645811676979065,0.5
gemma3,question_000,2,9,9,1657,4.206356607028283e-06,5.063578555564163e-06,5.708354819944361e-07,1.5852049273235025e-06,28.625,28.60249900817871,0.07369702309370041,0.375
gemma3,question_000,2,9,10,8214,4.206356607028283e-06,4.0476525100530125e-06,3.0695491659571417e-07,1.161982709163567e-06,28.625,28.38249969482422,0.080661341547966,0.5
gemma3,question_000,2,10,1,531,0.7979407906532288,0.7806738018989563,0.011363968253135681,0.06266772747039795,33.25,33.04499816894531,0.09604676067829132,0.25
gemma3,question_000,2,10,2,236787,0.20175102353096008,0.2189856618642807,0.011351475492119789,0.06263601779937744,31.875,31.772499084472656,0.0596342608332634,0.25
gemma3,question_000,2,10,3,532,8.690275717526674e-05,9.409720223629847e-05,5.038800281909062e-06,3.1964962545316666e-05,24.125,24.01999855041504,0.0458257831633091,0.125
gemma3,question_000,2,10,4,1699,8.690275717526674e-05,0.00010535929322941229,6.523205684061395e-06,2.1757412469014525e-05,24.125,24.13249969482422,0.046165429055690765,0.25
gemma3,question_000,2,10,5,573,5.972733561065979e-05,6.481236778199673e-05,3.098549086644198e-06,2.0689134544227272e-05,23.75,23.647499084472656,0.059634312987327576,0.375
gemma3,question_000,2,10,6,236764,3.6226458178134635e-05,4.45689947810024e-05,2.5657225251052296e-06,1.5100933524081483e-05,23.25,23.272499084472656,0.04802347347140312,0.125
gemma3,question_000,2,10,7,15512,6.295214006968308e-06,7.022073532425566e-06,3.5497021144692553e-07,1.7409565771231428e-06,21.5,21.424999237060547,0.08291567116975784,0.25
gemma3,question_000,2,10,8,236761,6.295214006968308e-06,6.834344276285265e-06,3.8280731473605556e-07,2.3155330381996464e-06,21.5,21.397499084472656,0.04802344739437103,0.125
gemma3,question_000,2,10,9,25890,5.5555069593538065e-06,6.261452654143795e-06,3.7330755731090903e-07,2.1809505597047973e-06,21.375,21.309999465942383,0.1007472351193428,0.25
gemma3,question_000,2,10,10,19541,1.8036090523310122e-06,2.1832652237208094e-06,1.5984582546479942e-07,6.635500540141948e-07,20.25,20.2549991607666,0.049749404191970825,0.375
gemma3,question_000,2,11,1,6054,0.5428866744041443,0.5498620867729187,0.014118782244622707,0.060991764068603516,36.75,36.76499938964844,0.0923309251666069,0.5
gemma3,question_000,2,11,2,1586,0.19971686601638794,0.1919933259487152,0.014578983187675476,0.03699265420436859,35.75,35.709999084472656,0.10440317541360855,0.5
gemma3,question_000,2,11,3,672,0.1555396318435669,0.15677399933338165,0.004665432497859001,0.03211306035518646,35.5,35.5099983215332,0.0860232561826706,0.5
gemma3,question_000,2,11,4,506,0.09433954954147339,0.09374821186065674,0.0045152525417506695,0.02014649659395218,35.0,34.994998931884766,0.09340769052505493,0.5
gemma3,question_000,2,11,5,9279,0.00603092648088932,0.0061482274904847145,0.0003854552924167365,0.002698720432817936,32.25,32.27000045776367,0.09797970205545425,0.5
gemma3,question_000,2,11,6,8159,0.0011875597992911935,0.0011828196002170444,5.349094499251805e-05,0.0003752278280444443,30.625,30.622499465942383,0.07701465487480164,0.5
gemma3,question_000,2,11,7,10967,0.00014183377788867801,0.00013916725583840162,6.219735951162875e-06,3.278522490290925e-05,28.5,28.482500076293945,0.0707547590136528,0.375
gemma3,question_000,2,11,8,16358,0.00011046026338590309,0.00010969323193421587,3.762232836379553e-06,2.294721343787387e-05,28.25,28.244998931884766,0.06595464050769806,0.375
gemma3,question_000,2,11,9,8974,1.9195114873582497e-05,1.758788312145043e-05,1.321953504884732e-06,6.107913577579893e-06,26.5,26.412498474121094,0.09100132435560226,0.375
gemma3,question_000,2,11,10,5811,1.3192596270528156e-05,1.2767983207595535e-05,8.412806664637174e-07,3.0510964279528707e-06,26.125,26.092498779296875,0.0821964219212532,0.375
gemma3,question_000,2,12,1,506,0.9999969005584717,0.9999961853027344,1.6453472539978975e-07,8.344650268554688e-07,35.5,35.279998779296875,0.08124043047428131,0.25
gemma3,question_000,2,12,2,2778,1.9947276541643078e-06,2.5259653284592787e-06,1.1730096360906828e-07,6.419863893825095e-07,22.375,22.389999389648438,0.04769691079854965,0.25
gemma3,question_000,2,12,3,837,5.714990152227983e-07,6.514471238006081e-07,2.8487672665278296e-08,1.6232002053584438e-07,21.125,21.03499984741211,0.08306623250246048,0.375
gemma3,question_000,2,12,4,24119,2.3823622541385703e-07,3.001500772370491e-07,1.3177381852358394e-08,3.594433906073391e-08,20.25,20.260000228881836,0.04898984730243683,0.25
gemma3,question_000,2,12,5,1217,4.1399250250151454e-08,5.254966595202859e-08,2.305220236920036e-09,1.3324040537554538e-08,18.5,18.517499923706055,0.05595758557319641,0.375
gemma3,question_000,2,12,6,138,3.6534707703594904e-08,4.648516593874774e-08,1.9071000334491828e-09,1.175840935729866e-08,18.375,18.395000457763672,0.0630476102232933,0.375
gemma3,question_000,2,12,7,8296,3.2241768366247925e-08,4.08398612705696e-08,2.0828736513323065e-09,1.4669701897673804e-08,18.25,18.264999389648438,0.05385167896747589,0.375
gemma3,question_000,2,12,8,531,2.8453259304228595e-08,3.210029220213073e-08,1.0998808530615634e-09,8.081428859441075e-09,18.125,18.024999618530273,0.06614378839731216,0.25
gemma3,question_000,2,12,9,1437,2.5109912371590326e-08,3.149294514059875e-08,1.6592163198936305e-09,7.131840007446044e-09,18.0,18.0049991607666,0.049749426543712616,0.25
gemma3,question_000,2,12,10,236764,2.5109912371590326e-08,2.8060942014462853e-08,1.303097740823489e-09,7.131840007446044e-09,18.0,17.889999389648438,0.047696977853775024,0.25
gemma3,question_000,2,13,1,2778,0.9996517896652222,0.999628484249115,2.7458272597868927e-05,0.0001233220100402832,43.0,42.790000915527344,0.16852252185344696,1.0
gemma3,question_000,2,13,2,49234,9.607818356016651e-05,9.82588971965015e-05,7.401552011288004e-06,2.7284382667858154e-05,33.75,33.55999755859375,0.14628738164901733,0.75
gemma3,question_000,2,13,3,23494,9.607818356016651e-05,0.00011736030137399212,1.1301389349682722e-05,2.728451363509521e-05,33.75,33.73500061035156,0.11629727482795715,0.75
gemma3,question_000,2,13,4,4338,7.482577348127961e-05,7.260073471115902e-05,6.92085768605466e-06,3.77952674170956e-05,33.5,33.255001068115234,0.10594799369573593,0.75
gemma3,question_000,2,13,5,40224,5.8274363254895434e-05,5.62675268156454e-05,5.140123903402127e-06,2.29288634727709e-05,33.25,33.0,0.12247459590435028,1.0
gemma3,question_000,2,13,6,24119,2.1437941541080363e-05,2.5552873921697028e-05,3.7544343740592012e-06,1.0829697203007527e-05,32.25,32.20249938964844,0.12472470849752426,0.75
gemma3,question_000,2,13,7,3890,7.335660257012933e-07,7.088916049724503e-07,7.350326569621757e-08,4.376705646791379e-07,28.875,28.625,0.0790570005774498,0.5
gemma3,question_000,2,13,8,1346,3.926495821815479e-07,4.245461582286225e-07,4.2539607392200196e-08,1.983388813187048e-07,28.25,28.112499237060547,0.10383296757936478,0.625
gemma3,question_000,2,13,9,9904,6.021476650630575e-08,7.409826707771572e-08,7.024098636065901e-09,3.4464914477894126e-08,26.375,26.36750030517578,0.10127328336238861,0.625
gemma3,question_000,2,13,10,16364,6.021476650630575e-08,6.747477243607136e-08,5.827037519168243e-09,3.4465454490373304e-08,26.375,26.274999618530273,0.09999997913837433,0.625
gemma3,question_000,2,14,1,529,0.9999781847000122,0.9999757409095764,1.7715424291964155e-06,9.179115295410156e-06,39.75,39.584999084472656,0.1467140167951584,0.5
gemma3,question_000,2,14,2,49234,1.892509317258373e-05,2.0814202798646875e-05,1.4598763300455175e-06,7.598768206662498e-06,28.875,28.802499771118164,0.08692674338817596,0.25
gemma3,question_000,2,14,3,6811,2.260280098198564e-06,2.7436776690592524e-06,2.9331053497116955e-07,1.2939713087689597e-06,26.75,26.772499084472656,0.05414097383618355,0.25
gemma3,question_000,2,14,4,568,2.102387952618301e-07,2.2818693423687364e-07,2.0435695802234477e-08,1.0621562296364573e-07,24.375,24.287500381469727,0.07180698215961456,0.25
gemma3,question_000,2,14,5,4954,1.6373414268855413e-07,2.007631820788447e-07,1.691804207837322e-08,4.6504055717377923e-08,24.125,24.15999984741211,0.07516646385192871,0.25
gemma3,question_000,2,14,6,506,4.6910621165352495e-08,5.6547648341620516e-08,6.253370266051661e-09,1.8835667248140453e-08,22.875,22.889999389648438,0.04062015935778618,0.125
gemma3,question_000,2,14,7,532,4.6910621165352495e-08,5.112292456033174e-08,4.1149976759413676e-09,1.883555356130273e-08,22.875,22.792499542236328,0.07750003039836884,0.25
gemma3,question_000,2,14,8,236764,3.6534025582568574e-08,3.912350621249061e-08,4.045362711480038e-09,1.2945562843924563e-08,22.625,22.522499084472656,0.05963430926203728,0.25
gemma3,question_000,2,14,9,2352,3.224116440492253e-08,3.9046394562092246e-08,4.174101952969522e-09,1.2945612581916066e-08,22.5,22.51999855041504,0.06304759532213211,0.375
gemma3,question_000,2,14,10,528,1.955525519292678e-08,2.1368679270494795e-08,1.7424135467791757e-09,9.879595808115482e-09,22.0,21.920000076293945,0.07810250669717789,0.25
gemma3,question_000,2,15,1,506,0.9999923706054688,0.9999935626983643,8.040929060371127e-07,2.6226043701171875e-06,38.25,38.404998779296875,0.16499991714954376,0.5
gemma3,question_000,2,15,2,496,6.144165581645211e-06,5.144667738932185e-06,6.743233598172083e-07,2.1771566025563516e-06,26.25,26.219999313354492,0.058949075639247894,0.25
gemma3,question_000,2,15,3,49234,1.0676958481781185e-06,8.933410526879015e-07,1.0982077469634532e-07,3.783330271289742e-07,24.5,24.469999313354492,0.06873860955238342,0.375
gemma3,question_000,2,15,4,52243,1.8553772918039613e-07,1.5666358876842423e-07,2.1526188831444415e-08,6.574444455509365e-08,22.75,22.72749900817871,0.05414101108908653,0.25
gemma3,question_000,2,15,5,40224,1.8553772918039613e-07,1.562275713240524e-07,2.115449326822727e-08,6.574444455509365e-08,22.75,22.725000381469727,0.055901702493429184,0.25
gemma3,question_000,2,15,6,614,2.215932148885713e-08,2.0676111489592586e-08,2.3827435580159317e-09,8.897554693021448e-09,20.625,20.704999923706055,0.07810254395008087,0.25
gemma3,question_000,2,15,7,138,2.215932148885713e-08,2.0475512840789634e-08,1.7854339118272833e-09,5.554245063876806e-09,20.625,20.697500228881836,0.0904502347111702,0.25
gemma3,question_000,2,15,8,672,1.72576974932781e-08,1.6091055599076753e-08,1.7203651836439349e-09,6.929422369239546e-09,20.375,20.454999923706055,0.08573216944932938,0.375
gemma3,question_000,2,15,9,600,2.646553642904337e-09,2.216027361612305e-09,2.904599616382342e-10,9.377942866706235e-10,18.5,18.469999313354492,0.058949075639247894,0.25
